e1CPT_Code_Desc,e1Units,Billed,Avg Billed,CPT Payments,Avg CPT Pay per charge line,Avg Cpt Pay per Unit,Average of ReimbRate,,CPT Code,Value Care,Focal Point,Actual pay,Average of ReimbRate,Unit
52214 - CYSTOSCOPY AND TREATMENT (Facility),3,"1,648",549,953,318,318,60.1%,,52214," $1,331.13 "," $1,198.02 ", $317.58 ,60.1%,3
28118 - REMOVAL OF HEEL BONE,2,"2,982","1,491",950,475,475,31.8%,,28118," $1,033.20 ", $929.88 , $474.77 ,31.8%,2
92136 - OPHTHALMIC BIOMETRY (Global),15,"2,385",159,948,63,63,39.7%,,92136, $46.02 , $27.30 , $63.20 ,39.7%,15
"42830 - REMOVAL OF ADENOIDS, UNDER",5,"3,095",619,945,189,189,30.5%,,42830, $363.30 , $326.97 , $188.97 ,30.5%,5
22900 - REMOVE ABDOMINAL WALL LESIO,1,"1,243","1,243",944,944,944,76.0%,,22900, $975.35 , $877.82 , $944.16 ,76.0%,1
"44187 - LAP, ILEO/JEJUNO-STOMY",1,"2,720","2,720",937,937,937,34.5%,,44187," $1,874.92 "," $1,687.43 ", $937.46 ,34.5%,1
44125 - REMOVAL OF SMALL INTESTINE,1,"2,605","2,605",937,937,937,36.0%,,44125," $2,024.17 "," $1,821.75 ", $936.71 ,36.0%,1
90688 - Fluzone Multi Dose Vial,50,"1,250",25,933,19,19,74.7%,,90688, Not Found , Not Found , $18.67 ,74.7%,50
26020 - DRAIN HANDDIGIT TENDON SHE,1,"1,562","1,562",929,929,929,59.5%,,26020, $959.73 , $863.76 , $929.04 ,59.5%,1
99990 - New Pulmonary or sleep consult/Visit no-show fee,23,"2,300",100,925,40,40,84.1%,,99990, Not Found , Not Found , $40.20 ,84.1%,23
29820 - SHOULDER ARTHROSCOPYSYNOVE,1,"1,196","1,196",924,924,924,77.3%,,29820, $924.44 , $832.00 , $924.44 ,77.3%,1
"72192 - CT, PELVIS WO DYE (Global)",5,"2,845",474,923,154,185,40.6%,,72192, $95.01 , $85.51 , $184.66 ,40.6%,5
G0482 - DR TST DEFN DR ID M P D 15-21 DR CL,5,"1,985",284,916,131,183,46.2%,,G0482, $198.74 , $178.87 , $183.30 ,46.2%,5
21011 - EXC FACE LES SC <2CM,2,"1,550",775,916,458,458,59.1%,,21011, $646.76 , $582.08 , $458.22 ,59.1%,2
94617 - EXERCISE TST BRNCSPSM,7,"1,610",230,914,131,131,56.7%,,94617, $49.16 , $122.38 , $130.52 ,56.7%,7
"73100 - X-RAY EXAM OF WRIST, 2V (Technical)",17,"1,056",62,901,53,53,84.7%,,73100, $47.82 , $56.45 , $52.98 ,84.7%,17
50725 - RELEASE/REVISE URETER,1,"2,000","2,000",900,900,900,45.0%,,50725," $1,859.30 "," $1,673.37 ", $899.92 ,45.0%,1
"85018 - HEMOGLOBIN COUNT, COLORIMET",370,"7,030",19,898,2,2,13.3%,,85018, $2.37 , $2.13 , $2.43 ,13.3%,370
72040 - X-RAY EXAM OF NECK SPINE (Global),15,"2,220",148,897,60,60,40.4%,,72040, $53.41 , $48.07 , $59.79 ,40.4%,15
29874 - KNEE ARTHROSCOPYREMOVE OBJ,1,"2,786","2,786",894,894,894,32.1%,,29874, $923.29 , $830.96 , $893.76 ,32.1%,1
"43262 - ERCP, WSPHINCTEROTOMYPAPI",4,"4,392","1,098",888,222,222,27.0%,,43262, $605.11 , $544.60 , $222.08 ,27.0%,4
45541 - CORRECT RECTAL PROLAPSE,1,"1,916","1,916",888,888,888,46.3%,,45541," $1,623.27 "," $1,460.94 ", $887.74 ,46.3%,1
90732 - Pneumovax 23,7,"1,079",154,885,126,126,82.1%,,90732, $126.45 , $126.45 , $126.45 ,82.1%,7
"21556 - REMOVE LESION NECKCHEST, D",1,"1,243","1,243",885,885,885,71.2%,,21556, $914.03 , $822.63 , $884.80 ,71.2%,1
24650 - TREAT RADIUS FRACTURE,2,"1,034",517,883,442,442,85.4%,,24650, $458.75 , $412.88 , $441.67 ,85.4%,2
17286 - DESTRUCTION OF SKIN LESIONS,2,"1,360","1,360",878,878,439,64.5%,,17286, $604.53 , $544.08 , $438.90 ,64.5%,2
RWLSL - Weight Loss Follow Up Visit,7,875,125,875,125,125,100.0%,,RWLSL, Not Found , Not Found , $125.00 ,100.0%,7
43245 - UP GI W GAST DILAT,3,"3,805","1,268",873,291,291,23.4%,,43245," $1,070.23 ", $963.21 , $291.01 ,23.4%,3
"49321 - LAPAROSCOPY, SURGICAL WBIO",3,"2,397",799,871,290,290,36.3%,,49321, $593.54 , $534.19 , $290.44 ,36.3%,3
"85014 - BLOOD COUNT, HEMATOCRIT",368,"3,312",9,870,2,2,26.7%,,85014, $2.37 , $2.13 , $2.37 ,26.7%,368
72170 - X-RAY EXAM OF PELVIS (Global),20,"1,760",84,870,41,44,52.0%,,72170, $15.53 , $46.39 , $43.52 ,52.0%,20
44361 - SMALL BOWEL BX,5,"6,000","1,200",869,174,174,14.5%,,44361, $268.42 , $241.58 , $173.73 ,14.5%,5
44139 - MOBILIZATION OF SPLENIC FLE,6,"1,711",285,867,145,145,62.8%,,44139, $206.52 , $185.87 , $144.56 ,62.8%,6
57295 - CHANGE VAGINAL GRAFT (Facility),1,989,989,865,865,865,87.5%,,57295, $865.44 , $778.90 , $865.44 ,87.5%,1
"95813 - EEG, over 1 hour",2,"1,840",920,865,433,433,47.0%,,95813, $665.26 , $479.65 , $432.62 ,47.0%,2
52224 - CYSTOSCOPY AND TREATMENT (Facility),3,"1,764",588,863,288,288,48.9%,,52224," $1,390.14 "," $1,251.13 ", $287.65 ,48.9%,3
J7324 - ORTHOVISC INJ PER DOSE,6,"2,460",820,862,287,144,35.1%,,J7324, $107.47 , $107.47 , $143.71 ,35.1%,6
45020 - DRAINAGE OF RECTAL ABSCESS,1,"1,324","1,324",861,861,861,65.1%,,45020, $988.66 , $889.79 , $861.34 ,65.1%,1
"A9585 - Gadavist, 15 ml (per 0.1 ml)","2,495","1,248",62,855,43,0,68.7%,,A9585, $0.26 , $0.26 , $0.34 ,68.7%,"2,495"
54430 - REVISION OF PENIS (Facility),2,"2,786","1,393",851,426,426,61.1%,,54430," $1,082.95 ", $974.66 , $425.62 ,61.1%,2
55041 - REMOVAL OF HYDROCELES (Facility),1,"1,279","1,279",842,842,842,65.8%,,55041, $869.49 , $782.54 , $841.68 ,65.8%,1
"27047 - REMOVE HIPPELVIS TUMOR, SU",1,"1,259","1,259",837,837,837,66.5%,,27047, $864.28 , $777.85 , $836.64 ,66.5%,1
"99462 - N.B. HOSP SUBSEQUENT,PER DAY",20,"2,180",109,829,41,41,40.0%,,99462, $48.42 , $43.58 , $41.46 ,40.0%,20
51050 - REMOVAL OF BLADDER STONE (Facility),2,"2,064","1,032",829,414,414,40.1%,,51050, $799.49 , $719.54 , $414.27 ,40.1%,2
"51865 - REPAIR OF BLADDER WOUND,COM (facility)",1,"1,951","1,951",827,827,827,42.4%,,51865," $1,524.35 "," $1,371.92 ", $827.46 ,42.4%,1
96125 - COGNITIVE TEST BY HC PRO,10,"1,930",193,827,83,83,71.4%,,96125, $160.04 , $144.04 , $82.72 ,71.4%,10
"11423 - Excision benign lesion, scalp, neck, hands, feet, 2.1-3.0 cm",4,"1,556",389,823,206,206,52.9%,,11423, $352.89 , $317.60 , $205.80 ,52.9%,4
29897 - ANKLE ARTHROSCOPYDEBRIDEME,1,"1,146","1,146",817,817,817,71.3%,,29897, $844.03 , $759.63 , $817.04 ,71.3%,1
"13131 - REPAIR COMPLEX WOUND,FACEH",2,"1,466",733,817,408,408,55.7%,,13131, $670.48 , $603.43 , $408.42 ,55.7%,2
51550 - PARTIAL REMOVAL OF BLADDER (Facility),1,"2,108","2,108",816,816,816,38.7%,,51550," $1,631.95 "," $1,468.76 ", $815.98 ,38.7%,1
40808 - BIOPSY OF MOUTH,3,"1,296",432,815,272,272,62.9%,,40808, $292.14 , $262.93 , $271.77 ,62.9%,3
55000 - PUNCTURE DRAINAGE OF HYDROC,5,"1,370",274,813,163,163,59.3%,,55000, $207.10 , $186.39 , $162.59 ,59.3%,5
99442 - PHONE E/M BY PHYS 11-20 MIN,12,"1,536",128,810,67,67,52.7%,,99442, Not Found , Not Found , $67.50 ,52.7%,12
"28190 - REMOVE OBJECT FROM FOOT, SU",2,"1,100",550,810,405,405,73.6%,,28190, $418.26 , $376.43 , $404.88 ,73.6%,2
27043 - EXC HIP PELVIS LES SC > 3 CM (Facility),1,"1,019","1,019",809,809,809,79.4%,,27043, $809.32 , $728.39 , $809.32 ,79.4%,1
"82248 - ASSAY, BLOOD BILIRUBIN, DIR",153,"3,978",26,809,5,5,21.0%,,82248, $5.02 , $4.52 , $5.29 ,21.0%,153
67810 - BIOPSY OF EYELID,3,"1,629",543,793,264,264,48.7%,,67810, $321.07 , $288.96 , $264.18 ,48.7%,3
"28292 - BUNION SURGERY, KELLERMCBR",1,"1,775",888,791,396,791,44.6%,,28292," $1,186.50 "," $1,067.85 ", $791.28 ,44.6%,1
41112 - EXCISION OF TONGUE LESION W,2,"1,858",929,788,394,394,42.4%,,41112, $586.60 , $527.94 , $393.82 ,42.4%,2
"28192 - REMOVE OBJECT FROM FOOT, DE",1,991,991,787,787,787,79.4%,,28192, $787.34 , $708.61 , $787.34 ,79.4%,1
"29805 - ARTHROSCOPY, SHOULDER, DIAG",1,"1,468","1,468",785,785,785,53.5%,,29805, $807.59 , $726.83 , $784.91 ,53.5%,1
J0585 - Botulinum Toxin A Per Unit (No Charge Drug),101,784,261,784,261,9,100.0%,,J0585, $7.15 , $7.15 , $9.34 ,100.0%,101
"82247 - ASSAY, BLOOD BILIRUBIN, TOT",147,"3,822",26,784,5,5,21.4%,,82247, $5.02 , $4.52 , $5.34 ,21.4%,147
28899 - FOOT/TOES SURGERY PROCEDURE,8,"1,568",174,784,87,98,50.0%,,28899, Not Found , Not Found , $98.00 ,50.0%,8
"46910 - DESTRUCTION, ANAL LESION(S)",3,"1,749",583,784,261,261,44.8%,,46910, $462.80 , $416.52 , $261.33 ,44.8%,3
57260 - REPAIR OF VAGINA,2,"1,978",989,779,390,390,39.4%,,57260," $1,341.54 "," $1,207.39 ", $389.60 ,39.4%,2
29999 - Endoscopic Gastronemius recession (eg Strayer procedure),1,950,950,778,778,778,81.9%,,29999, Not Found , Not Found , $778.08 ,81.9%,1
24640 - Nursemaid's Elbow Treatment,5,"1,550",310,777,155,155,50.1%,,24640, $179.91 , $161.92 , $155.39 ,50.1%,5
59320 - REVISION OF CERVIX DURING P,3,"1,080",360,776,259,259,71.8%,,59320, $258.59 , $232.73 , $258.59 ,71.8%,3
99071 - BALANCE FWD,101,0,0,775,8,8,,,99071, Not Found , Not Found , $7.67 ,0.0%,101
50541 - LAPARO ABLATE RENAL CYST (Facility),1,"2,135","2,135",775,775,775,36.3%,,50541," $1,549.22 "," $1,394.30 ", $774.61 ,36.3%,1
64612 - BOTOX MSC FACE,6,"2,800",467,774,129,129,29.1%,,64612, $233.14 , $209.83 , $128.96 ,29.1%,6
93880 - CAROTID ARTERY COMP (Global),4,"2,112",528,773,193,193,36.6%,,93880, $59.62 , $271.13 , $193.26 ,36.6%,4
54110 - TREATMENT OF PENIS LESION,1,"1,349","1,349",772,772,772,57.2%,,54110," $1,063.28 ", $956.95 , $771.96 ,57.2%,1
70543 - MRI ORBT/FAC/NCK W/O&W DYE (Technical),2,"3,082","1,541",768,384,384,24.9%,,70543, $664.47 , $168.23 , $384.12 ,24.9%,2
"11404 - Excise Benign Lesion on trunk, arms, legs 3.1-4.0 cm",5,"2,036",407,763,153,153,46.7%,,11404, $387.60 , $348.84 , $152.56 ,46.7%,5
52005 - CYSTOSCOPY & URETER CATHETER,4,"2,932",733,762,190,190,26.0%,,52005, $532.80 , $479.52 , $190.43 ,26.0%,4
"72128 - CT, THORACIC SPINE, WO CONTRAST (Global)",4,"2,388",597,761,190,190,31.8%,,72128, $249.64 , $224.68 , $190.13 ,31.8%,4
"74170 - CT, ABDOMEN W/O & W DYE (Technical)",2,"1,688",844,760,380,380,45.0%,,74170, $122.96 , $353.78 , $379.80 ,45.0%,2
90744 - Hep B Peds,26,"1,326",49,760,28,29,59.6%,,90744, $30.00 , $30.00 , $29.21 ,59.6%,26
99495 - TCM-Transitional Care Mgmt 14 DAY DISCH,4,"1,768",442,759,190,190,42.9%,,99495, $239.73 , $215.76 , $189.64 ,42.9%,4
43274 - ERCP DUCT STENT/SPHINCTER,1,"1,425","1,425",758,758,758,53.2%,,43274, $782.71 , $704.44 , $757.68 ,53.2%,1
71275 - CTA/ CT ANGIO Chest/Thoracic (Technical),3,"2,646",882,757,252,252,42.9%,,71275, $544.00 , $143.08 , $252.34 ,42.9%,3
28289 - BUNION SURGERY,1,"1,524","1,524",755,755,755,49.6%,,28289," $1,176.67 "," $1,059.00 ", $755.44 ,49.6%,1
60280 - REMOVE THYROID DUCT LESION,1,"2,176","2,176",755,755,755,34.7%,,60280, $780.40 , $702.36 , $755.44 ,34.7%,1
64782 - REMOVAL OF HANDFOOT NERVE,1,"1,224","1,224",755,755,755,61.7%,,64782, $780.40 , $702.36 , $755.44 ,61.7%,1
"64999 - Injection, anesthetic agent; lumbar or thoracic (paravertebral sympathetic)",3,"1,517",506,754,251,251,49.7%,,64999, Not Found , Not Found , $251.43 ,49.7%,3
"29105 - Splint, long arm",6,"1,122",187,751,125,125,66.9%,,29105, $138.26 , $124.43 , $125.16 ,66.9%,6
PRP1J - PRP One Joint,1,750,750,750,750,750,100.0%,,PRP1J, Not Found , Not Found , $750.00 ,100.0%,1
UGCTR - UltraGuide CTR Carpal Tunnel Release,1,750,750,750,750,750,100.0%,,UGCTR, Not Found , Not Found , $750.00 ,100.0%,1
"38572 - LAPAROSCOPY, LYMPHADENECTOMY",1,"2,253","2,253",750,750,750,33.3%,,38572," $1,549.22 "," $1,394.30 ", $749.84 ,33.3%,1
"98927 - OSTEOPATHIC MANIP, 5-6 BODY",9,972,108,749,83,83,77.0%,,98927, $89.43 , $80.49 , $83.19 ,77.0%,9
"11606 - REMOVE MALIG LESION, TRUNK",1,840,840,744,744,744,88.5%,,11606, $768.25 , $691.43 , $743.68 ,88.5%,1
54600 - REDUCE TESTIS TORSION (Facility),1,"1,000","1,000",743,743,743,74.3%,,54600, $767.67 , $690.90 , $743.12 ,74.3%,1
90474 - IMMUNE ADMIN ORALNASAL ADD,41,"1,148",28,743,18,18,64.7%,,90474, $19.35 , $17.42 , $18.12 ,64.7%,41
"11622 - REMOVE MALIG LESION, HEADH",4,"1,768",442,734,183,183,41.6%,,11622, $433.88 , $390.49 , $183.50 ,41.6%,4
"58558 - HYSTEROSCOPY, SURG, W/ BX - OFFICE",2,"5,588","2,794",732,366,366,13.1%,,58558," $2,404.82 "," $2,164.34 ", $366.09 ,13.1%,2
54163 - REPAIR OF CIRCUMCISION (Facility),3,"1,407",469,731,244,244,51.9%,,54163, $369.66 , $332.69 , $243.60 ,51.9%,3
70450 - CT HEADBRAIN WO DYE (Technical),6,"2,364",394,728,121,121,30.8%,,70450, $129.17 , $182.76 , $121.29 ,30.8%,6
52342 - CYSTO WUP STRICTURE TX (Facility),2,"1,774",887,727,363,363,41.0%,,52342, $517.76 , $465.98 , $363.37 ,41.0%,2
43247 - UP GI REMOVE FB,4,"3,272",654,726,145,182,29.1%,,43247, $679.74 , $611.77 , $181.55 ,29.1%,4
"73565 - X-RAY EXAM OF BOTH KNEES, STANDING, ANTEROPOSTERIOR, 2V (Technical)",16,943,59,726,45,45,77.1%,,73565, $15.53 , $53.66 , $45.37 ,77.1%,16
"28110 - PARTIAL REMOVAL,5TH METATAR",2,"2,128","1,064",725,363,363,34.1%,,28110, $786.18 , $707.56 , $362.63 ,34.1%,2
44386 - ENDOSCOPY BOWEL POUCHBIOP,7,"5,754",822,724,103,103,14.7%,,44386, $556.52 , $500.87 , $103.40 ,14.7%,7
59870 - EVACUATE MOLE OF UTERUS,1,"1,137","1,137",719,719,719,63.2%,,59870, $928.49 , $835.64 , $719.04 ,63.2%,1
90460 - IMADM ANY ROUTE 1ST VAC/TOX VFC,34,"1,734",133,717,55,19,44.7%,,90460, $25.63 , $23.07 , $19.29 ,44.7%,34
46083 - INCISION OF EXTERNAL HEMORR,2,764,382,712,356,356,93.2%,,46083, $367.93 , $331.14 , $356.16 ,93.2%,2
28140 - REMOVAL OF METATARSAL,1,"1,463","1,463",710,710,710,48.5%,,28140, $986.92 , $888.23 , $710.08 ,48.5%,1
"11420 - Excision benign lesion, scalp, neck, hands, feet > 0.6 cm",7,"1,375",196,710,101,101,62.0%,,11420, $220.41 , $198.37 , $101.40 ,62.0%,7
55535 - REVISE SPERMATIC CORD VEINS (Facility),1,"1,079","1,079",708,708,708,65.6%,,55535, $731.22 , $658.10 , $707.84 ,65.6%,1
"30802 - CAUTERIZE INNER NOSE, INTRA",4,"2,580",645,705,176,176,54.6%,,30802, $485.36 , $436.82 , $176.19 ,54.6%,4
L4360 - PNEUMATIC WALKING SPLINT,3,"1,359",453,704,235,235,51.8%,,L4360, $235.63 , $235.63 , $234.78 ,51.8%,3
28810 - AMPUTATION OF TOE & METATAR,1,"1,270","1,270",702,702,702,55.3%,,28810, $725.44 , $652.90 , $702.24 ,55.3%,1
27337 - EXC THIGHKNEE LES SC > 3 CM,1,868,868,701,701,701,80.8%,,27337, $724.28 , $651.85 , $701.12 ,80.8%,1
"57100 - BIOPSY OF VAGINA, SIMPLE",4,792,198,700,175,175,88.4%,,57100, $179.33 , $161.40 , $175.03 ,88.4%,4
"58578 - Lap Proc, Cervix Trachelectomy",1,"1,395","1,395",698,698,698,50.0%,,58578, Not Found , Not Found , $697.50 ,50.0%,1
"42961 - CONTROL THROAT BLEEDING, CO",1,979,979,696,696,696,71.1%,,42961, $719.08 , $647.17 , $696.08 ,71.1%,1
64643 - CHEMODENERV 1 EXTREM 1-4 EA,5,"1,155",231,694,139,139,60.1%,,64643, $160.82 , $144.74 , $138.88 ,60.1%,5
"L3020 - FT ORTHOTICS, HAMBLIN",14,"3,430",343,692,69,69,70.6%,,L3020, $169.16 , $169.16 , $69.20 ,70.6%,14
85610 - PROTHROMBIN TIME,213,"2,130",10,692,3,3,34.6%,,85610, $4.29 , $3.86 , $3.25 ,34.6%,213
"43772 - LAP, REMOVE ADJUST GAST BAND",1,862,862,690,690,690,80.0%,,43772," $1,642.36 "," $1,478.12 ", $689.52 ,80.0%,1
"99239 - HOSP DISCH, >30 MIN",6,"1,242",207,682,114,114,54.9%,,99239, $120.66 , $108.59 , $113.74 ,54.9%,6
52441 - CYSTOURETHRO W/IMPLANT (Facility),3,"1,872",468,681,170,227,54.6%,,52441," $2,270.61 "," $2,043.55 ", $226.99 ,54.6%,3
90686 - FluLaval Preservative Free,33,825,25,680,21,21,82.5%,,90686, Not Found , Not Found , $20.62 ,82.5%,33
"73600 - X-RAY EXAM OF ANKLE, 2V (Technical)",15,700,47,680,45,45,97.1%,,73600, $14.28 , $53.66 , $45.36 ,97.1%,15
71046 - X-RAY EXAM CHEST 2 VIEWS (Global),13,"1,504",116,679,52,52,46.1%,,71046, $19.25 , $17.33 , $52.24 ,46.1%,13
29999 - ARTHRO-ILIOPSOAS TENDON RECESSION-UNLISTED PROCEDURE,2,"4,709","2,355",678,339,339,20.6%,,29999, Not Found , Not Found , $339.04 ,20.6%,2
"11626 - REMOVE MALIG LESION, HEADH",1,"1,355","1,355",678,678,678,50.0%,,11626, $699.99 , $629.99 , $677.60 ,50.0%,1
87905 - Rapid Bacterial Vaginosis Screen,65,"1,625",25,677,10,10,43.0%,,87905, $12.22 , $11.00 , $10.41 ,43.0%,65
76641 - ULTRASOUND BREAST COMPLETE (Global),3,"1,243",414,675,225,225,52.1%,,76641, $63.96 , $57.56 , $224.94 ,52.1%,3
"74160 - CT, ABDOMEN W DYE (Technical)",2,"1,250",625,674,337,337,54.0%,,74160, $349.00 , $414.70 , $337.20 ,54.0%,2
88342 - IMMUNOCYTOCHEMISTRY (Professional),27,"2,349",336,672,96,33,38.1%,,88342, $40.00 , $70.56 , $33.18 ,38.1%,27
53450 - REVISION OF URETHRA (Facility),1,892,892,672,672,672,75.3%,,53450, $694.20 , $624.78 , $672.00 ,75.3%,1
"17274 - DESTROY MALIG LESION,NECKH",3,"1,416",472,664,221,221,46.9%,,17274, $418.26 , $376.43 , $221.44 ,46.9%,3
43251 - UP GI W SNARE,2,"2,566","1,283",663,331,331,25.8%,,43251, $885.68 , $797.11 , $331.48 ,25.8%,2
"84460 - UV-ASSAY, TRANSAMINASE (SGPT)",127,"3,175",25,663,5,5,21.2%,,84460, $5.30 , $4.77 , $5.22 ,21.2%,127
L3809 - WHF ORTHO NO JOINTS PREFAB ANY TYPE,6,"1,552",310,662,132,132,69.3%,,L3809, $194.01 , $194.01 , $132.44 ,69.3%,6
64624 - DSTRJ NULYT AGT GNCLR NRV,1,875,875,662,662,662,75.6%,,64624, $683.79 , $615.41 , $661.92 ,75.6%,1
69610 - REPAIR OF EARDRUM,1,972,972,661,661,661,68.0%,,69610, $661.23 , $595.11 , $661.23 ,68.0%,1
99990 - PFT/ONO/6MWT no-show fee,23,"1,380",60,660,29,29,100.0%,,99990, Not Found , Not Found , $28.70 ,100.0%,23
49255 - REMOVAL OF OMENTUM,1,"1,745","1,745",659,659,659,37.8%,,49255," $1,361.21 "," $1,225.09 ", $658.84 ,37.8%,1
BIRTH - OB Birthing Class- Self Pay,34,660,19,659,19,19,102.9%,,BIRTH, Not Found , Not Found , $19.37 ,102.9%,34
45111 - PARTIAL REMOVAL OF RECTUM,1,"2,218","2,218",658,658,658,29.7%,,45111," $1,865.66 "," $1,679.09 ", $658.29 ,29.7%,1
99022 - No Charge Visit,"1,915",0,0,655,0,0,,,99022, Not Found , Not Found , $0.34 ,0.0%,"1,915"
"J2550 - Phenergan, IM/IV, up to 50 mg",179,774,4,653,4,4,87.1%,,J2550, $3.16 , $3.16 , $3.67 ,87.1%,179
"15240 - SKIN FULL GRAFT, FACEHANDS (Facility)",1,"1,573","1,573",651,651,651,41.4%,,15240," $1,584.51 "," $1,426.06 ", $650.72 ,41.4%,1
27752 - TREAT TIBIA SHAFT FX WMANI,1,"1,334","1,334",650,650,650,48.8%,,27752, $929.07 , $836.16 , $650.33 ,48.8%,1
46947 - HEMORRHOIDOPEXY BY STAPLING,1,900,900,650,650,650,72.2%,,46947, $671.06 , $603.95 , $649.60 ,72.2%,1
72080 - X-RAY EXAM OF TRUNK OF SPINE (Technical),17,884,52,649,38,38,83.2%,,72080, $45.95 , $41.36 , $38.19 ,83.2%,17
27340 - REMOVAL OF KNEECAP BURSA,1,"1,270","1,270",649,649,649,51.1%,,27340, $648.50 , $583.65 , $648.50 ,51.1%,1
J1071 - INJ TESTOSTERONE CYPIONATE 1 MG,"25,946","5,698",29,648,3,0,11.3%,,J1071, $0.03 , $0.03 , $0.02 ,11.3%,"25,946"
55060 - REPAIR OF HYDROCELE (Facility),1,886,886,646,646,646,72.9%,,55060, $645.61 , $581.05 , $645.61 ,72.9%,1
"94664 - AEROSOLVAPOR INHALATIONS,",28,"1,288",44,644,22,23,51.8%,,94664, $26.15 , $23.54 , $22.99 ,51.8%,28
"73010 - X-RAY EXAM OF SCAPULA, COMPLETE (Technical)",24,"1,186",49,643,27,27,54.2%,,73010, $16.15 , $25.16 , $26.78 ,54.2%,24
74183 - MRI ABDOMEN W/O&W/DYE (Global),1,"2,062","2,062",642,642,642,31.1%,,74183, $473.20 , $598.02 , $642.00 ,31.1%,1
"99350 - Home Visit, Est Patient, Mod-High",4,"1,204",301,641,160,160,53.2%,,99350, $203.61 , $183.25 , $160.26 ,53.2%,4
"12041 - Repair, layered, hand/ft/neck <2.5 cm (Facility)",2,640,320,640,320,320,100.0%,,12041, $458.75 , $412.88 , $320.00 ,100.0%,2
"51840 - ATTACH BLADDERURETHRA, SIM (Facility)",2,"1,959",980,640,320,320,26.1%,,51840," $1,189.97 "," $1,070.97 ", $319.81 ,26.1%,2
19286 - PERQ DEV BREAST ADD US IMAG,1,"1,271","1,271",639,639,639,50.3%,,19286, $547.84 , $493.06 , $639.47 ,50.3%,1
"A9585 - Gadavist,  7.5 ml (per 0.1 ml)","1,870",935,33,634,23,0,67.8%,,A9585, $0.26 , $0.26 , $0.34 ,67.8%,"1,870"
54830 - REMOVE EPIDIDYMIS LESION (Facility),1,835,835,633,633,633,75.8%,,54830, $632.88 , $569.59 , $632.88 ,75.8%,1
76775 - RETROPERITONEAL LIMITED (Global),6,"1,398",233,630,105,105,45.1%,,76775, $56.51 , $96.69 , $105.01 ,45.1%,6
"59821 - TREAT MISSED ABORTION, 2ND",1,"1,144","1,144",630,630,630,55.1%,,59821, $752.05 , $676.85 , $630.00 ,55.1%,1
29883 - KNEE ARTHROSCOPYMENISCUS REP,1,"4,697","4,697",629,629,629,13.4%,,29883," $1,444.51 "," $1,300.06 ", $629.25 ,13.4%,1
"49322 - LAPRSCPY, SURG, WASPIR CAV",1,865,865,626,626,626,72.4%,,49322, $646.76 , $582.08 , $626.08 ,72.4%,1
20670 - REMOVE SUPERFICIAL SUPPORT,1,"1,087","1,087",625,625,625,57.5%,,20670, $625.36 , $562.82 , $625.36 ,57.5%,1
64581 - IMPLANT NEUROELECTRODES,1,"1,910","1,910",625,625,625,32.7%,,64581," $1,117.66 "," $1,005.89 ", $624.81 ,32.7%,1
L1833 - X-ACT T SCOPE KNEE ORTHOSIS ADJUST JNT RIGD SUPP,2,"1,600",800,623,311,311,38.9%,,L1833, $316.06 , $316.06 , $311.46 ,38.9%,2
54162 - LYSIS PENIL CIRCUMIC LESION (Facility),3,"1,875",625,622,207,207,33.2%,,54162, $441.97 , $397.77 , $207.31 ,33.2%,3
"17264 - DESTROY MALIG LESION, TRUNK",2,776,388,621,310,310,80.0%,,17264, $354.62 , $319.16 , $310.34 ,80.0%,2
G0279 - Tomosynthesis unilateral or bilateral,13,"1,560",111,621,44,48,43.1%,,G0279, $34.40 , $25.20 , $47.74 ,43.1%,13
28313 - REPAIR DEFORMITY OF TOE,2,"2,210","1,105",612,306,306,27.7%,,28313, $903.04 , $812.74 , $306.03 ,27.7%,2
"11308 - SHAVE LESION, SCALPNECKHA",3,788,263,611,204,204,79.1%,,11308, $258.01 , $232.21 , $203.82 ,79.1%,3
52640 - RELIEVE BLADDER CONTRACTURE (Facility),2,"1,598",799,609,305,305,38.1%,,52640, $544.37 , $489.93 , $304.68 ,38.1%,2
"27664 - REPAIR OF LEG TENDON, EACH",1,762,762,607,607,607,79.7%,,27664, $627.09 , $564.38 , $607.04 ,79.7%,1
"12021 - Simple closure, wound dehiscence, with packing",2,954,477,601,301,301,63.0%,,12021, $305.45 , $274.91 , $300.57 ,63.0%,2
55175 - REVISION OF SCROTUM (Facility),1,909,909,600,600,600,66.0%,,55175, $620.15 , $558.14 , $600.32 ,66.0%,1
99990 - PSG no-show fee,4,"1,200",300,600,150,150,100.0%,,99990, Not Found , Not Found , $150.00 ,100.0%,4
"11440 - Excision benign lesion, face, ears, mucous membrane, < 0.6 cm",3,792,198,599,150,200,75.7%,,11440, $247.60 , $222.84 , $199.74 ,75.7%,3
99496 - TCM-Transitional Care Mgmt 7 DAY DISCH,2,"1,292",646,595,298,298,46.1%,,99496, $323.08 , $290.77 , $297.72 ,46.1%,2
57421 - Colposcopy of Vagina w/Biopsy,2,726,363,594,297,297,81.8%,,57421, $306.61 , $275.95 , $296.80 ,81.8%,2
29871 - KNEE ARTHROSCOPYDRAIN INFECT,1,"1,275","1,275",592,592,592,46.4%,,29871, $886.26 , $797.63 , $591.96 ,46.4%,1
87808 - TRICHOMONAS ASSAY W/OPTIC,45,"1,080",24,591,13,13,57.2%,,87808, $15.29 , $13.76 , $13.13 ,57.2%,45
